RSSD9001,RSSD9050,RSSD9999,RSSDSubmissionDate,RSSD9055,RSSDOTSDocketNumber,RSSD9042,RSSD9017,RSSDFinInstAddress,RSSD9130,RSSD9200,RSSD9220,RSSDFinInstFilingType,RCFN5513,RCFNK260,RCFNK290,RCFNB554,RCFNB555,RCFNB553,RCFN2650,RCFN2625,RCFNGW43,RCFNB902,RCFNB903,RCFNB900,RCFNB901,RCFNK293,RCFNK291,RCFNK292,RCFNK296,RCFNK294,RCFNK295,RCFNK289,RCFN6631,RCFNB572,RCFNB573,RCFNB574,RCFN3404,RCFN3360,RCFNA245,RCFN6636,RCFNF235,RCFN2200,RCFNF234,RCFN2133,RCFN2898,RCFN3542,RCFN3543
661474,29238,03/31/2023,28APR2023:10:30:57,703150,3150,253272533,WOODRUFF FEDERAL SAVINGS AND LOAN ASSOCIATION,247 NORTH MAIN STREET,WOODRUFF,SC,29388,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662350,1163,03/31/2022,27SEP2022:09:50:12,0,0,104913255,WAHOO STATE BANK,164 E 5TH STREET,WAHOO,NE,68066,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662350,1163,06/30/2022,03OCT2022:15:19:16,0,0,104913255,WAHOO STATE BANK,164 E 5TH STREET,WAHOO,NE,68066,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662350,1163,09/30/2022,27OCT2022:16:37:35,0,0,104913255,WAHOO STATE BANK,164 E 5TH STREET,WAHOO,NE,68066,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662350,1163,12/31/2022,30JAN2023:10:15:22,0,0,104913255,WAHOO STATE BANK,164 E 5TH STREET,WAHOO,NE,68066,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662350,1163,03/31/2023,28APR2023:13:41:44,0,0,104913255,WAHOO STATE BANK,164 E 5TH STREET,WAHOO,NE,68066,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662369,22597,03/31/2022,29APR2022:20:05:10,0,0,121137027,BANK OF THE SIERRA,90 NORTH MAIN STREET,PORTERVILLE,CA,93257,041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662369,22597,06/30/2022,28JUL2022:18:05:15,0,0,121137027,BANK OF THE SIERRA,90 NORTH MAIN STREET,PORTERVILLE,CA,93257,041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662369,22597,09/30/2022,09NOV2022:15:10:19,0,0,121137027,BANK OF THE SIERRA,90 NORTH MAIN STREET,PORTERVILLE,CA,93257,041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662369,22597,12/31/2022,21FEB2023:12:47:52,0,0,121137027,BANK OF THE SIERRA,90 NORTH MAIN STREET,PORTERVILLE,CA,93257,041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662369,22597,03/31/2023,06JUN2023:00:27:15,0,0,121137027,BANK OF THE SIERRA,90 NORTH MAIN STREET,PORTERVILLE,CA,93257,041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662949,15808,03/31/2022,15APR2022:11:48:50,0,0,73000794,IOWA STATE BANK,627 EAST LOCUST,DES MOINES,IA,50309,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662949,15808,06/30/2022,26JUL2022:09:31:24,0,0,73000794,IOWA STATE BANK,627 EAST LOCUST,DES MOINES,IA,50309,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662949,15808,09/30/2022,25OCT2022:11:48:35,0,0,73000794,IOWA STATE BANK,627 EAST LOCUST,DES MOINES,IA,50309,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662949,15808,12/31/2022,23JAN2023:11:54:49,0,0,73000794,IOWA STATE BANK,627 EAST LOCUST,DES MOINES,IA,50309,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662949,15808,03/31/2023,25APR2023:09:44:05,0,0,73000794,IOWA STATE BANK,627 EAST LOCUST,DES MOINES,IA,50309,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663058,20310,03/31/2022,25APR2022:10:46:15,0,0,92901214,ROCKY MOUNTAIN BANK,2615 KING AVENUE WEST,BILLINGS,MT,59108,041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663058,20310,06/30/2022,26JUL2022:10:04:59,0,0,92901214,ROCKY MOUNTAIN BANK,2615 KING AVENUE WEST,BILLINGS,MT,59108,041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663058,20310,09/30/2022,28OCT2022:09:12:07,0,0,92901214,ROCKY MOUNTAIN BANK,2615 KING AVENUE WEST,BILLINGS,MT,59108,041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663058,20310,12/31/2022,26JAN2023:10:10:55,0,0,92901214,ROCKY MOUNTAIN BANK,2615 KING AVENUE WEST,BILLINGS,MT,59108,041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663058,20310,03/31/2023,25APR2023:10:17:37,0,0,92901214,ROCKY MOUNTAIN BANK,2615 KING AVENUE WEST,BILLINGS,MT,59108,041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663245,3890,03/31/2022,26APR2022:14:35:53,0,0,82900432,SIMMONS BANK,501-505 MAIN STREET,PINE BLUFF,AR,71601,041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663245,3890,06/30/2022,27JUL2022:12:05:40,0,0,82900432,SIMMONS BANK,501-505 MAIN STREET,PINE BLUFF,AR,71601,041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663245,3890,09/30/2022,04NOV2022:18:29:25,0,0,82900432,SIMMONS BANK,501-505 MAIN STREET,PINE BLUFF,AR,71601,041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663245,3890,12/31/2022,26JAN2023:17:46:49,0,0,82900432,SIMMONS BANK,501-505 MAIN STREET,PINE BLUFF,AR,71601,041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663245,3890,03/31/2023,28APR2023:12:51:45,0,0,82900432,SIMMONS BANK,501-505 MAIN STREET,PINE BLUFF,AR,71601,041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663638,899,03/31/2022,06JUL2022:12:09:16,0,0,71111407,"GERBER STATE BANK, THE",110 EAST ELM STREET,ARGENTA,IL,62501,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663638,899,06/30/2022,09AUG2022:15:42:22,0,0,71111407,"GERBER STATE BANK, THE",110 EAST ELM STREET,ARGENTA,IL,62501,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663638,899,09/30/2022,21OCT2022:17:32:44,0,0,71111407,"GERBER STATE BANK, THE",110 EAST ELM STREET,ARGENTA,IL,62501,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663638,899,12/31/2022,30JAN2023:13:01:14,0,0,71111407,"GERBER STATE BANK, THE",110 EAST ELM STREET,ARGENTA,IL,62501,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663638,899,03/31/2023,27APR2023:09:57:59,0,0,71111407,"GERBER STATE BANK, THE",110 EAST ELM STREET,ARGENTA,IL,62501,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663656,25744,03/31/2022,28JUL2022:14:24:04,0,0,101105118,SMALL BUSINESS BANK,13423 WEST 92ND STREET,LENEXA,KS,66215,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663656,25744,06/30/2022,15AUG2022:15:05:13,0,0,101105118,SMALL BUSINESS BANK,13423 WEST 92ND STREET,LENEXA,KS,66215,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663656,25744,09/30/2022,30OCT2022:14:38:39,0,0,101105118,SMALL BUSINESS BANK,13423 WEST 92ND STREET,LENEXA,KS,66215,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663656,25744,12/31/2022,30JAN2023:17:11:00,0,0,101105118,SMALL BUSINESS BANK,13423 WEST 92ND STREET,LENEXA,KS,66215,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663656,25744,03/31/2023,29APR2023:14:14:17,0,0,101105118,SMALL BUSINESS BANK,13423 WEST 92ND STREET,LENEXA,KS,66215,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663834,24156,03/31/2022,29APR2022:17:29:07,0,30742,66011392,OCEAN BANK,780 NORTHWEST 42ND AVENUE,MIAMI,FL,33126,041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663834,24156,06/30/2022,29JUL2022:20:03:58,0,30742,66011392,OCEAN BANK,780 NORTHWEST 42ND AVENUE,MIAMI,FL,33126,041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663834,24156,09/30/2022,28OCT2022:19:29:44,0,30742,66011392,OCEAN BANK,780 NORTHWEST 42ND AVENUE,MIAMI,FL,33126,041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663834,24156,12/31/2022,30JAN2023:19:37:06,0,30742,66011392,OCEAN BANK,780 NORTHWEST 42ND AVENUE,MIAMI,FL,33126,041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663834,24156,03/31/2023,28APR2023:16:07:00,0,30742,66011392,OCEAN BANK,780 NORTHWEST 42ND AVENUE,MIAMI,FL,33126,041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663955,14327,03/31/2022,22APR2022:09:56:50,0,0,104905784,HORIZON BANK,10841 NORTH 142ND,WAVERLY,NE,68462,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663955,14327,06/30/2022,29JUL2022:15:42:26,0,0,104905784,HORIZON BANK,10841 NORTH 142ND,WAVERLY,NE,68462,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663955,14327,09/30/2022,13OCT2022:10:46:37,0,0,104905784,HORIZON BANK,10841 NORTH 142ND,WAVERLY,NE,68462,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663955,14327,12/31/2022,12JAN2023:12:56:54,0,0,104905784,HORIZON BANK,10841 NORTH 142ND,WAVERLY,NE,68462,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663955,14327,03/31/2023,11APR2023:16:00:58,0,0,104905784,HORIZON BANK,10841 NORTH 142ND,WAVERLY,NE,68462,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664176,27799,03/31/2022,18OCT2022:08:52:12,0,299,231372798,WILLIAM PENN BANK,10 CANAL STREET SUITE 104,BRISTOL,PA,19007,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664176,27799,06/30/2022,18OCT2022:08:53:06,0,299,231372798,WILLIAM PENN BANK,10 CANAL STREET SUITE 104,BRISTOL,PA,19007,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664176,27799,09/30/2022,26OCT2022:11:18:42,0,299,231372798,WILLIAM PENN BANK,10 CANAL STREET SUITE 104,BRISTOL,PA,19007,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664176,27799,12/31/2022,27JAN2023:10:29:09,0,299,231372798,WILLIAM PENN BANK,10 CANAL STREET SUITE 104,BRISTOL,PA,19007,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664176,27799,03/31/2023,27APR2023:15:50:38,0,299,231372798,WILLIAM PENN BANK,10 CANAL STREET SUITE 104,BRISTOL,PA,19007,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664206,23287,03/31/2022,29APR2022:14:07:53,0,8138,211371078,CAPE COD FIVE CENTS SAVINGS BANK,1500 IYANNOUGH ROAD,HYANNIS,MA,02601,041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664206,23287,06/30/2022,29JUL2022:11:51:27,0,8138,211371078,CAPE COD FIVE CENTS SAVINGS BANK,1500 IYANNOUGH ROAD,HYANNIS,MA,02601,041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664206,23287,09/30/2022,28OCT2022:13:56:03,0,8138,211371078,CAPE COD FIVE CENTS SAVINGS BANK,1500 IYANNOUGH ROAD,HYANNIS,MA,02601,041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664206,23287,12/31/2022,30JAN2023:14:43:35,0,8138,211371078,CAPE COD FIVE CENTS SAVINGS BANK,1500 IYANNOUGH ROAD,HYANNIS,MA,02601,041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664206,23287,03/31/2023,28APR2023:15:31:43,0,8138,211371078,CAPE COD FIVE CENTS SAVINGS BANK,1500 IYANNOUGH ROAD,HYANNIS,MA,02601,041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664653,27026,03/31/2022,06JUL2022:16:18:33,21158,0,102007273,"NATIVE AMERICAN BANK, NATIONAL ASSOCIATION",201 N. BROADWAY,DENVER,CO,80203,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664653,27026,06/30/2022,27JUL2022:16:46:31,21158,0,102007273,"NATIVE AMERICAN BANK, NATIONAL ASSOCIATION",201 N. BROADWAY,DENVER,CO,80203,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664653,27026,09/30/2022,27OCT2022:13:13:28,21158,0,102007273,"NATIVE AMERICAN BANK, NATIONAL ASSOCIATION",201 N. BROADWAY,DENVER,CO,80203,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664653,27026,12/31/2022,26JAN2023:15:41:24,21158,0,102007273,"NATIVE AMERICAN BANK, NATIONAL ASSOCIATION",201 N. BROADWAY,DENVER,CO,80203,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664653,27026,03/31/2023,26APR2023:15:24:54,21158,0,102007273,"NATIVE AMERICAN BANK, NATIONAL ASSOCIATION",201 N. BROADWAY,DENVER,CO,80203,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664756,16835,03/31/2022,28APR2022:15:12:30,0,0,113122655,PROSPERITY BANK,1301 NORTH MECHANIC STREET,EL CAMPO,TX,77437,041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664756,16835,06/30/2022,27JAN2023:17:50:01,0,0,113122655,PROSPERITY BANK,1301 NORTH MECHANIC STREET,EL CAMPO,TX,77437,041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664756,16835,09/30/2022,27JAN2023:17:50:16,0,0,113122655,PROSPERITY BANK,1301 NORTH MECHANIC STREET,EL CAMPO,TX,77437,041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664756,16835,12/31/2022,27JAN2023:17:51:14,0,0,113122655,PROSPERITY BANK,1301 NORTH MECHANIC STREET,EL CAMPO,TX,77437,041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664756,16835,03/31/2023,28APR2023:12:15:52,0,0,113122655,PROSPERITY BANK,1301 NORTH MECHANIC STREET,EL CAMPO,TX,77437,041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665146,8761,03/31/2022,11APR2022:16:31:19,0,0,73904696,KERNDT BROTHERS SAVINGS BANK,370 MAIN STREET,LANSING,IA,52151,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665146,8761,06/30/2022,26JUL2022:15:47:31,0,0,73904696,KERNDT BROTHERS SAVINGS BANK,370 MAIN STREET,LANSING,IA,52151,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665146,8761,09/30/2022,25OCT2022:15:00:27,0,0,73904696,KERNDT BROTHERS SAVINGS BANK,370 MAIN STREET,LANSING,IA,52151,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665146,8761,12/31/2022,17JAN2023:20:18:28,0,0,73904696,KERNDT BROTHERS SAVINGS BANK,370 MAIN STREET,LANSING,IA,52151,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665146,8761,03/31/2023,17APR2023:12:27:36,0,0,73904696,KERNDT BROTHERS SAVINGS BANK,370 MAIN STREET,LANSING,IA,52151,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665258,3184,03/31/2022,18APR2022:14:37:25,8575,0,111307841,"FIRST NATIONAL BANK OF ELDORADO, THE",100 MAIN STREET,ELDORADO,TX,76936,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665258,3184,06/30/2022,12JUL2022:12:13:48,8575,0,111307841,"FIRST NATIONAL BANK OF ELDORADO, THE",100 MAIN STREET,ELDORADO,TX,76936,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665258,3184,09/30/2022,19OCT2022:16:46:37,8575,0,111307841,"FIRST NATIONAL BANK OF ELDORADO, THE",100 MAIN STREET,ELDORADO,TX,76936,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665258,3184,12/31/2022,18JAN2023:11:29:08,8575,0,111307841,"FIRST NATIONAL BANK OF ELDORADO, THE",100 MAIN STREET,ELDORADO,TX,76936,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665258,3184,03/31/2023,05JUN2023:15:17:57,8575,0,111307841,"FIRST NATIONAL BANK OF ELDORADO, THE",100 MAIN STREET,ELDORADO,TX,76936,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665865,19358,03/31/2022,25APR2022:14:47:17,0,0,113114896,ROUND TOP STATE BANK,301 NORTH WASHINGTON STREET HIGHWAY 237 NORTH,ROUND TOP,TX,78954,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665865,19358,06/30/2022,26JUL2022:09:57:38,0,0,113114896,ROUND TOP STATE BANK,301 NORTH WASHINGTON STREET HIGHWAY 237 NORTH,ROUND TOP,TX,78954,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665865,19358,09/30/2022,25OCT2022:15:53:08,0,0,113114896,ROUND TOP STATE BANK,301 NORTH WASHINGTON STREET HIGHWAY 237 NORTH,ROUND TOP,TX,78954,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665865,19358,12/31/2022,29JAN2023:11:13:55,0,0,113114896,ROUND TOP STATE BANK,301 NORTH WASHINGTON STREET HIGHWAY 237 NORTH,ROUND TOP,TX,78954,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665865,19358,03/31/2023,26APR2023:11:56:31,0,0,113114896,ROUND TOP STATE BANK,301 NORTH WASHINGTON STREET HIGHWAY 237 NORTH,ROUND TOP,TX,78954,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666059,9797,03/31/2022,27APR2022:12:48:23,0,0,81519549,M1 BANK,"112 SOUTH HANLEY ROAD, SUITE 120",CLAYTON,MO,63105,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666059,9797,06/30/2022,21JUL2022:16:17:00,0,0,81519549,M1 BANK,"112 SOUTH HANLEY ROAD, SUITE 120",CLAYTON,MO,63105,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666059,9797,09/30/2022,27OCT2022:09:12:26,0,0,81519549,M1 BANK,"112 SOUTH HANLEY ROAD, SUITE 120",CLAYTON,MO,63105,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666059,9797,12/31/2022,24JAN2023:17:59:10,0,0,81519549,M1 BANK,"112 SOUTH HANLEY ROAD, SUITE 120",CLAYTON,MO,63105,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666059,9797,03/31/2023,18MAY2023:16:39:06,0,0,81519549,M1 BANK,"112 SOUTH HANLEY ROAD, SUITE 120",CLAYTON,MO,63105,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666358,22502,03/31/2022,30APR2022:00:00:42,0,0,92901489,FIRST CITIZENS BANK OF BUTTE,3220 HARRISON AVE.,BUTTE,MT,59701,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666358,22502,06/30/2022,26JUL2022:18:10:27,0,0,92901489,FIRST CITIZENS BANK OF BUTTE,3220 HARRISON AVE.,BUTTE,MT,59701,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666358,22502,09/30/2022,27OCT2022:17:38:24,0,0,92901489,FIRST CITIZENS BANK OF BUTTE,3220 HARRISON AVE.,BUTTE,MT,59701,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666358,22502,12/31/2022,26JAN2023:00:33:48,0,0,92901489,FIRST CITIZENS BANK OF BUTTE,3220 HARRISON AVE.,BUTTE,MT,59701,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666358,22502,03/31/2023,21APR2023:13:04:56,0,0,92901489,FIRST CITIZENS BANK OF BUTTE,3220 HARRISON AVE.,BUTTE,MT,59701,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666554,17145,03/31/2022,27APR2022:10:04:20,0,0,104908383,HERITAGE BANK,110 EAST 9TH STREET,WOOD RIVER,NE,68883,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666554,17145,06/30/2022,30JUL2022:14:37:29,0,0,104908383,HERITAGE BANK,110 EAST 9TH STREET,WOOD RIVER,NE,68883,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666554,17145,09/30/2022,27MAR2023:13:16:15,0,0,104908383,HERITAGE BANK,110 EAST 9TH STREET,WOOD RIVER,NE,68883,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666554,17145,12/31/2022,06APR2023:13:59:52,0,0,104908383,HERITAGE BANK,110 EAST 9TH STREET,WOOD RIVER,NE,68883,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666554,17145,03/31/2023,28APR2023:14:29:41,0,0,104908383,HERITAGE BANK,110 EAST 9TH STREET,WOOD RIVER,NE,68883,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666844,11667,03/31/2022,21JUL2022:13:20:23,0,15448,71110000,VERMILION VALLEY BANK,4 EAST PEORIA,PIPER CITY,IL,60959,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666844,11667,06/30/2022,21JUL2022:14:20:33,0,15448,71110000,VERMILION VALLEY BANK,4 EAST PEORIA,PIPER CITY,IL,60959,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666844,11667,09/30/2022,20OCT2022:15:30:56,0,15448,71110000,VERMILION VALLEY BANK,4 EAST PEORIA,PIPER CITY,IL,60959,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666844,11667,12/31/2022,12JAN2023:08:47:02,0,15448,71110000,VERMILION VALLEY BANK,4 EAST PEORIA,PIPER CITY,IL,60959,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666844,11667,03/31/2023,06APR2023:13:09:44,0,15448,71110000,VERMILION VALLEY BANK,4 EAST PEORIA,PIPER CITY,IL,60959,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666974,27806,03/31/2022,25APR2022:08:18:56,700311,311,244171245,FAIRFIELD FEDERAL SAVINGS AND LOAN ASSOCIATION OF LANCASTER,111 EAST MAIN STREET,LANCASTER,OH,43130,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666974,27806,06/30/2022,20JUL2022:15:55:55,700311,311,244171245,FAIRFIELD FEDERAL SAVINGS AND LOAN ASSOCIATION OF LANCASTER,111 EAST MAIN STREET,LANCASTER,OH,43130,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666974,27806,09/30/2022,22OCT2022:09:06:13,700311,311,244171245,FAIRFIELD FEDERAL SAVINGS AND LOAN ASSOCIATION OF LANCASTER,111 EAST MAIN STREET,LANCASTER,OH,43130,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666974,27806,12/31/2022,23JAN2023:10:17:13,700311,311,244171245,FAIRFIELD FEDERAL SAVINGS AND LOAN ASSOCIATION OF LANCASTER,111 EAST MAIN STREET,LANCASTER,OH,43130,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666974,27806,03/31/2023,19APR2023:13:32:15,700311,311,244171245,FAIRFIELD FEDERAL SAVINGS AND LOAN ASSOCIATION OF LANCASTER,111 EAST MAIN STREET,LANCASTER,OH,43130,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
667029,16620,03/31/2022,13JUL2022:16:56:47,0,0,43404443,"UNION BANK, INC.",103 DODD STREET,MIDDLEBOURNE,WV,26149,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
667029,16620,06/30/2022,17JAN2023:11:12:53,0,0,43404443,"UNION BANK, INC.",103 DODD STREET,MIDDLEBOURNE,WV,26149,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
667029,16620,09/30/2022,17JAN2023:11:13:01,0,0,43404443,"UNION BANK, INC.",103 DODD STREET,MIDDLEBOURNE,WV,26149,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
667029,16620,12/31/2022,17JAN2023:11:13:07,0,0,43404443,"UNION BANK, INC.",103 DODD STREET,MIDDLEBOURNE,WV,26149,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
667029,16620,03/31/2023,11APR2023:12:42:53,0,0,43404443,"UNION BANK, INC.",103 DODD STREET,MIDDLEBOURNE,WV,26149,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
667252,358,03/31/2022,24APR2022:13:03:58,0,0,92902488,STOCKMENS BANK,117 CENTRAL AVE.,CASCADE,MT,59421,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
667252,358,06/30/2022,19JUL2022:13:04:00,0,0,92902488,STOCKMENS BANK,117 CENTRAL AVE.,CASCADE,MT,59421,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
667252,358,09/30/2022,25OCT2022:17:39:48,0,0,92902488,STOCKMENS BANK,117 CENTRAL AVE.,CASCADE,MT,59421,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
667252,358,12/31/2022,24JAN2023:14:43:59,0,0,92902488,STOCKMENS BANK,117 CENTRAL AVE.,CASCADE,MT,59421,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
667252,358,03/31/2023,21APR2023:17:51:21,0,0,92902488,STOCKMENS BANK,117 CENTRAL AVE.,CASCADE,MT,59421,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
667346,5722,03/31/2022,18APR2022:12:13:24,0,0,71110369,PHILO EXCHANGE BANK,102 WEST WASHINGTON STREET,PHILO,IL,61864,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
667346,5722,06/30/2022,19JUL2022:12:34:21,0,0,71110369,PHILO EXCHANGE BANK,102 WEST WASHINGTON STREET,PHILO,IL,61864,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
667346,5722,09/30/2022,18OCT2022:12:58:02,0,0,71110369,PHILO EXCHANGE BANK,102 WEST WASHINGTON STREET,PHILO,IL,61864,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
