RSSD9001,RSSD9050,RSSD9999,RSSDSubmissionDate,RSSD9055,RSSDOTSDocketNumber,RSSD9042,RSSD9017,RSSDFinInstAddress,RSSD9130,RSSD9200,RSSD9220,RSSDFinInstFilingType,RCFN5513,RCFNK260,RCFNK290,RCFNB554,RCFNB555,RCFNB553,RCFN2650,RCFN2625,RCFNGW43,RCFNB902,RCFNB903,RCFNB900,RCFNB901,RCFNK293,RCFNK291,RCFNK292,RCFNK296,RCFNK294,RCFNK295,RCFNK289,RCFN6631,RCFNB572,RCFNB573,RCFNB574,RCFN3404,RCFN3360,RCFNA245,RCFN6636,RCFNF235,RCFN2200,RCFNF234,RCFN2133,RCFN2898,RCFN3542,RCFN3543
4231,16440,03/31/2023,14APR2023:15:31:17,0,0,61212345,FARMERS AND MERCHANTS BANK,104 NORTH MAIN STREET,SYLVANIA,GA,30467,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5069,24332,03/31/2022,27APR2022:17:45:39,0,0,122237599,FIRST CREDIT BANK,9255 SUNSET BOULEVARD,WEST HOLLYWOOD,CA,90069,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5069,24332,06/30/2022,27JUL2022:17:51:43,0,0,122237599,FIRST CREDIT BANK,9255 SUNSET BOULEVARD,WEST HOLLYWOOD,CA,90069,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5069,24332,09/30/2022,26OCT2022:19:36:48,0,0,122237599,FIRST CREDIT BANK,9255 SUNSET BOULEVARD,WEST HOLLYWOOD,CA,90069,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5069,24332,12/31/2022,27JAN2023:17:06:56,0,0,122237599,FIRST CREDIT BANK,9255 SUNSET BOULEVARD,WEST HOLLYWOOD,CA,90069,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5069,24332,03/31/2023,16JUN2023:16:33:37,0,0,122237599,FIRST CREDIT BANK,9255 SUNSET BOULEVARD,WEST HOLLYWOOD,CA,90069,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5135,15496,03/31/2022,12MAY2022:11:16:00,0,14097,61202931,FIRST STATE BANK OF BLAKELY,2213 SOUTH MAIN STREET,BLAKELY,GA,39823,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5135,15496,06/30/2022,28JUL2022:15:12:05,0,14097,61202931,FIRST STATE BANK OF BLAKELY,2213 SOUTH MAIN STREET,BLAKELY,GA,39823,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5135,15496,09/30/2022,24OCT2022:14:54:39,0,14097,61202931,FIRST STATE BANK OF BLAKELY,2213 SOUTH MAIN STREET,BLAKELY,GA,39823,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5135,15496,12/31/2022,30JAN2023:11:18:21,0,14097,61202931,FIRST STATE BANK OF BLAKELY,2213 SOUTH MAIN STREET,BLAKELY,GA,39823,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5135,15496,03/31/2023,23APR2023:15:13:11,0,14097,61202931,FIRST STATE BANK OF BLAKELY,2213 SOUTH MAIN STREET,BLAKELY,GA,39823,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5210,7506,03/31/2022,27APR2022:08:24:15,0,0,31309945,ACNB BANK,16 LINCOLN SQUARE,GETTYSBURG,PA,17325,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5210,7506,06/30/2022,29JUL2022:12:18:00,0,0,31309945,ACNB BANK,16 LINCOLN SQUARE,GETTYSBURG,PA,17325,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5210,7506,09/30/2022,27OCT2022:16:35:07,0,0,31309945,ACNB BANK,16 LINCOLN SQUARE,GETTYSBURG,PA,17325,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5210,7506,12/31/2022,30JAN2023:14:57:15,0,0,31309945,ACNB BANK,16 LINCOLN SQUARE,GETTYSBURG,PA,17325,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5210,7506,03/31/2023,28APR2023:09:49:30,0,0,31309945,ACNB BANK,16 LINCOLN SQUARE,GETTYSBURG,PA,17325,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5461,19434,03/31/2022,29APR2022:19:31:34,0,0,121125660,BAC COMMUNITY BANK,517 EAST WEBER AVENUE,STOCKTON,CA,95202,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5461,19434,06/30/2022,19SEP2022:20:19:39,0,0,121125660,BAC COMMUNITY BANK,517 EAST WEBER AVENUE,STOCKTON,CA,95202,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5461,19434,09/30/2022,28OCT2022:20:28:18,0,0,121125660,BAC COMMUNITY BANK,517 EAST WEBER AVENUE,STOCKTON,CA,95202,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5461,19434,12/31/2022,30JAN2023:20:42:03,0,0,121125660,BAC COMMUNITY BANK,517 EAST WEBER AVENUE,STOCKTON,CA,95202,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5461,19434,03/31/2023,28APR2023:22:40:13,0,0,121125660,BAC COMMUNITY BANK,517 EAST WEBER AVENUE,STOCKTON,CA,95202,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5751,15194,03/31/2022,22APR2022:12:48:49,0,0,101106625,KEARNY COUNTY BANK,221 NORTH MAIN STREET,LAKIN,KS,67860,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5751,15194,06/30/2022,29JUL2022:18:08:27,0,0,101106625,KEARNY COUNTY BANK,221 NORTH MAIN STREET,LAKIN,KS,67860,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5751,15194,09/30/2022,28OCT2022:18:13:31,0,0,101106625,KEARNY COUNTY BANK,221 NORTH MAIN STREET,LAKIN,KS,67860,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5751,15194,12/31/2022,30JAN2023:17:15:12,0,0,101106625,KEARNY COUNTY BANK,221 NORTH MAIN STREET,LAKIN,KS,67860,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5751,15194,03/31/2023,26APR2023:17:41:31,0,0,101106625,KCB BANK,221 NORTH MAIN STREET,LAKIN,KS,67860,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6039,15699,03/31/2022,26APR2022:17:01:04,0,14102,61211964,PINELAND BANK,501 W 12TH ST,ALMA,GA,31510,041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6039,15699,06/30/2022,29JUL2022:11:00:38,0,14102,61211964,PINELAND BANK,501 W 12TH ST,ALMA,GA,31510,041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6039,15699,09/30/2022,28OCT2022:12:22:16,0,14102,61211964,PINELAND BANK,501 W 12TH ST,ALMA,GA,31510,041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6039,15699,12/31/2022,31JAN2023:14:56:55,0,14102,61211964,PINELAND BANK,501 W 12TH ST,ALMA,GA,31510,041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6039,15699,03/31/2023,28APR2023:12:07:13,0,14102,61211964,PINELAND BANK,501 W 12TH ST,ALMA,GA,31510,041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6329,9923,03/31/2022,29APR2022:08:42:07,0,13430,53206741,ANDERSON BROTHERS BANK,101 NORTH MAIN STREET,MULLINS,SC,29574,041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6329,9923,06/30/2022,28JUL2022:11:25:29,0,13430,53206741,ANDERSON BROTHERS BANK,101 NORTH MAIN STREET,MULLINS,SC,29574,041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6329,9923,09/30/2022,28OCT2022:09:59:21,0,13430,53206741,ANDERSON BROTHERS BANK,101 NORTH MAIN STREET,MULLINS,SC,29574,041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6329,9923,12/31/2022,30JAN2023:10:16:20,0,13430,53206741,ANDERSON BROTHERS BANK,101 NORTH MAIN STREET,MULLINS,SC,29574,041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6329,9923,03/31/2023,12MAY2023:14:07:50,0,13430,53206741,ANDERSON BROTHERS BANK,101 NORTH MAIN STREET,MULLINS,SC,29574,041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7009,20015,03/31/2022,28APR2022:11:16:06,0,0,21203970,BESSEMER TRUST COMPANY,100 WOODBRIDGE CENTER DRIVE,WOODBRIDGE,NJ,070951191,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7009,20015,06/30/2022,28JUL2022:14:18:52,0,0,21203970,BESSEMER TRUST COMPANY,100 WOODBRIDGE CENTER DRIVE,WOODBRIDGE,NJ,070951191,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7009,20015,09/30/2022,28OCT2022:21:53:57,0,0,21203970,BESSEMER TRUST COMPANY,100 WOODBRIDGE CENTER DRIVE,WOODBRIDGE,NJ,070951191,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7009,20015,12/31/2022,10FEB2023:16:51:57,0,0,21203970,BESSEMER TRUST COMPANY,100 WOODBRIDGE CENTER DRIVE,WOODBRIDGE,NJ,070951191,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7009,20015,03/31/2023,28APR2023:09:07:51,0,0,21203970,BESSEMER TRUST COMPANY,100 WOODBRIDGE CENTER DRIVE,WOODBRIDGE,NJ,070951191,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7045,5779,03/31/2022,22APR2022:14:49:13,0,0,83905326,"PEOPLES BANK, THE",100 NORTH MAIN STREET,BROWNSTOWN,IN,47220,041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7045,5779,06/30/2022,28JUL2022:10:15:33,0,0,83905326,"PEOPLES BANK, THE",100 NORTH MAIN STREET,BROWNSTOWN,IN,47220,041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7045,5779,09/30/2022,26OCT2022:11:48:09,0,0,83905326,"PEOPLES BANK, THE",100 NORTH MAIN STREET,BROWNSTOWN,IN,47220,041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7045,5779,12/31/2022,27JAN2023:11:21:40,0,0,83905326,"PEOPLES BANK, THE",100 NORTH MAIN STREET,BROWNSTOWN,IN,47220,041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7045,5779,03/31/2023,27APR2023:12:46:51,0,0,83905326,"PEOPLES BANK, THE",100 NORTH MAIN STREET,BROWNSTOWN,IN,47220,041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7072,28870,03/31/2022,25APR2022:08:33:42,702528,2528,221972234,WALLKILL VALLEY FEDERAL SAVINGS AND LOAN ASSOCIATION,23 WALLKILL AVE.,WALLKILL,NY,12589,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7072,28870,06/30/2022,27JUL2022:15:55:31,702528,2528,221972234,WALLKILL VALLEY FEDERAL SAVINGS AND LOAN ASSOCIATION,23 WALLKILL AVE.,WALLKILL,NY,12589,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7072,28870,09/30/2022,25OCT2022:10:37:55,702528,2528,221972234,WALLKILL VALLEY FEDERAL SAVINGS AND LOAN ASSOCIATION,23 WALLKILL AVE.,WALLKILL,NY,12589,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7072,28870,12/31/2022,27JAN2023:10:05:40,702528,2528,221972234,WALLKILL VALLEY FEDERAL SAVINGS AND LOAN ASSOCIATION,23 WALLKILL AVE.,WALLKILL,NY,12589,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7072,28870,03/31/2023,15MAY2023:13:08:10,702528,2528,221972234,WALLKILL VALLEY FEDERAL SAVINGS AND LOAN ASSOCIATION,23 WALLKILL AVE.,WALLKILL,NY,12589,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7456,13962,03/31/2022,13APR2022:15:14:46,0,0,104110977,BANK OF HARTINGTON,229 NORTH BROADWAY,HARTINGTON,NE,68739,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7456,13962,06/30/2022,20JUL2022:16:53:00,0,0,104110977,BANK OF HARTINGTON,229 NORTH BROADWAY,HARTINGTON,NE,68739,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7456,13962,09/30/2022,20OCT2022:17:50:06,0,0,104110977,BANK OF HARTINGTON,229 NORTH BROADWAY,HARTINGTON,NE,68739,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7456,13962,12/31/2022,20JAN2023:17:22:18,0,0,104110977,BANK OF HARTINGTON,229 NORTH BROADWAY,HARTINGTON,NE,68739,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7456,13962,03/31/2023,19APR2023:15:21:09,0,0,104110977,BANK OF HARTINGTON,229 NORTH BROADWAY,HARTINGTON,NE,68739,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7634,15904,03/31/2022,29APR2022:08:03:16,0,0,61112034,"FOUR COUNTY BANK, THE",959 MAIN STREET,ALLENTOWN,GA,31003,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7634,15904,06/30/2022,28JUL2022:14:18:32,0,0,61112034,"FOUR COUNTY BANK, THE",959 MAIN STREET,ALLENTOWN,GA,31003,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7634,15904,09/30/2022,30OCT2022:23:20:03,0,0,61112034,"FOUR COUNTY BANK, THE",959 MAIN STREET,ALLENTOWN,GA,31003,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7634,15904,12/31/2022,30JAN2023:11:14:21,0,0,61112034,"FOUR COUNTY BANK, THE",959 MAIN STREET,ALLENTOWN,GA,31003,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7634,15904,03/31/2023,01MAY2023:11:13:39,0,0,61112034,"FOUR COUNTY BANK, THE",959 MAIN STREET,ALLENTOWN,GA,31003,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8033,23090,03/31/2022,28APR2022:12:33:59,0,15605,65202830,PEOPLES BANK AND TRUST COMPANY OF POINTE COUPEE PARISH,805 HOSPITAL ROAD,NEW ROADS,LA,70760,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8033,23090,06/30/2022,25JUL2022:17:02:06,0,15605,65202830,PEOPLES BANK AND TRUST COMPANY OF POINTE COUPEE PARISH,805 HOSPITAL ROAD,NEW ROADS,LA,70760,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8033,23090,09/30/2022,27OCT2022:14:03:17,0,15605,65202830,PEOPLES BANK AND TRUST COMPANY OF POINTE COUPEE PARISH,805 HOSPITAL ROAD,NEW ROADS,LA,70760,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8033,23090,12/31/2022,28MAR2023:17:01:57,0,15605,65202830,PEOPLES BANK AND TRUST COMPANY OF POINTE COUPEE PARISH,805 HOSPITAL ROAD,NEW ROADS,LA,70760,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8033,23090,03/31/2023,24APR2023:17:02:29,0,15605,65202830,PEOPLES BANK AND TRUST COMPANY OF POINTE COUPEE PARISH,805 HOSPITAL ROAD,NEW ROADS,LA,70760,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8462,3388,03/31/2022,19SEP2022:15:24:33,11595,0,111318584,"PERRYTON NATIONAL BANK, THE",825 SOUTH MAIN STREET,PERRYTON,TX,790703556,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8462,3388,06/30/2022,19SEP2022:15:32:56,11595,0,111318584,"PERRYTON NATIONAL BANK, THE",825 SOUTH MAIN STREET,PERRYTON,TX,790703556,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8462,3388,09/30/2022,13JAN2023:09:58:57,11595,0,111318584,"PERRYTON NATIONAL BANK, THE",825 SOUTH MAIN STREET,PERRYTON,TX,790703556,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8462,3388,12/31/2022,29JAN2023:13:51:47,11595,0,111318584,"PERRYTON NATIONAL BANK, THE",825 SOUTH MAIN STREET,PERRYTON,TX,790703556,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8462,3388,03/31/2023,26APR2023:19:18:39,11595,0,111318584,"PERRYTON NATIONAL BANK, THE",825 SOUTH MAIN STREET,PERRYTON,TX,790703556,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8631,847,03/31/2022,13APR2022:14:48:55,0,0,51501765,"PLEASANTS COUNTY BANK, THE",215 WASHINGTON STREET,SAINT MARYS,WV,26170,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8631,847,06/30/2022,19JUL2022:15:41:12,0,0,51501765,"PLEASANTS COUNTY BANK, THE",215 WASHINGTON STREET,SAINT MARYS,WV,26170,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8631,847,09/30/2022,25OCT2022:10:43:41,0,0,51501765,"PLEASANTS COUNTY BANK, THE",215 WASHINGTON STREET,SAINT MARYS,WV,26170,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8631,847,12/31/2022,27JAN2023:15:12:11,0,0,51501765,"PLEASANTS COUNTY BANK, THE",215 WASHINGTON STREET,SAINT MARYS,WV,26170,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8631,847,03/31/2023,20APR2023:12:19:59,0,0,51501765,"PLEASANTS COUNTY BANK, THE",215 WASHINGTON STREET,SAINT MARYS,WV,26170,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9357,20268,03/31/2022,28APR2022:17:38:53,0,0,91014924,FIDELITY BANK,7600 PARKLAWN AVENUE,EDINA,MN,55435,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9357,20268,06/30/2022,25JUL2022:11:19:47,0,0,91014924,FIDELITY BANK,7600 PARKLAWN AVENUE,EDINA,MN,55435,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9357,20268,09/30/2022,27OCT2022:16:48:21,0,0,91014924,FIDELITY BANK,7600 PARKLAWN AVENUE,EDINA,MN,55435,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9357,20268,12/31/2022,30JAN2023:14:40:00,0,0,91014924,FIDELITY BANK,7600 PARKLAWN AVENUE,EDINA,MN,55435,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9357,20268,03/31/2023,27APR2023:17:00:47,0,0,91014924,FIDELITY BANK,7600 PARKLAWN AVENUE,EDINA,MN,55435,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9553,14311,03/31/2022,25APR2022:17:55:33,0,0,104907708,ADAMS COUNTY BANK,401 N SMITH AVE,KENESAW,NE,68956,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9553,14311,06/30/2022,15JUL2022:18:10:26,0,0,104907708,ADAMS COUNTY BANK,401 N SMITH AVE,KENESAW,NE,68956,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9553,14311,09/30/2022,25OCT2022:15:24:40,0,0,104907708,ADAMS COUNTY BANK,401 N SMITH AVE,KENESAW,NE,68956,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9553,14311,12/31/2022,25JAN2023:16:15:43,0,0,104907708,ADAMS COUNTY BANK,401 N SMITH AVE,KENESAW,NE,68956,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9553,14311,03/31/2023,21APR2023:15:32:25,0,0,104907708,ADAMS COUNTY BANK,401 N SMITH AVE,KENESAW,NE,68956,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9807,6423,03/31/2022,21APR2022:12:59:00,0,9315,21204416,AMBOY BANK,3590 U.S. HIGHWAY 9 SOUTH,OLD BRIDGE,NJ,08857,041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9807,6423,06/30/2022,25JUL2022:08:48:54,0,9315,21204416,AMBOY BANK,3590 U.S. HIGHWAY 9 SOUTH,OLD BRIDGE,NJ,08857,041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9807,6423,09/30/2022,24OCT2022:09:32:09,0,9315,21204416,AMBOY BANK,3590 U.S. HIGHWAY 9 SOUTH,OLD BRIDGE,NJ,08857,041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9807,6423,12/31/2022,20JAN2023:13:45:50,0,9315,21204416,AMBOY BANK,3590 U.S. HIGHWAY 9 SOUTH,OLD BRIDGE,NJ,08857,041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9807,6423,03/31/2023,24APR2023:08:53:20,0,9315,21204416,AMBOY BANK,3590 U.S. HIGHWAY 9 SOUTH,OLD BRIDGE,NJ,08857,041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9955,15899,03/31/2022,25JUL2022:17:41:23,0,0,101101992,FUSION BANK,116 WEST 6TH STREET,LARNED,KS,67550,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9955,15899,06/30/2022,29JUL2022:11:35:34,0,0,101101992,FUSION BANK,116 WEST 6TH STREET,LARNED,KS,67550,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9955,15899,09/30/2022,17NOV2022:13:32:54,0,0,101101992,FUSION BANK,116 WEST 6TH STREET,LARNED,KS,67550,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9955,15899,12/31/2022,27JAN2023:13:10:58,0,0,101101992,FUSION BANK,116 WEST 6TH STREET,LARNED,KS,67550,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9955,15899,03/31/2023,27APR2023:12:03:01,0,0,101101992,FUSION BANK,116 WEST 6TH STREET,LARNED,KS,67550,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10250,1607,03/31/2022,12APR2022:15:14:07,0,0,91903831,"BANK OF ELK RIVER, THE",630 MAIN ST.,ELK RIVER,MN,55330,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10250,1607,06/30/2022,11JUL2022:14:55:06,0,0,91903831,"BANK OF ELK RIVER, THE",630 MAIN ST.,ELK RIVER,MN,55330,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10250,1607,09/30/2022,13APR2023:11:29:45,0,0,91903831,"BANK OF ELK RIVER, THE",630 MAIN ST.,ELK RIVER,MN,55330,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10250,1607,12/31/2022,13APR2023:17:11:37,0,0,91903831,"BANK OF ELK RIVER, THE",630 MAIN ST.,ELK RIVER,MN,55330,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10250,1607,03/31/2023,01MAY2023:15:28:14,0,0,91903831,"BANK OF ELK RIVER, THE",630 MAIN ST.,ELK RIVER,MN,55330,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10849,15050,03/31/2022,29APR2022:11:47:27,0,0,82902003,FIRST STATE BANK,101 SOUTH CENTER STREET,LONOKE,AR,72086,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10849,15050,06/30/2022,28JUL2022:13:20:47,0,0,82902003,FIRST STATE BANK,101 SOUTH CENTER STREET,LONOKE,AR,72086,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10849,15050,09/30/2022,31OCT2022:11:26:09,0,0,82902003,FIRST STATE BANK,101 SOUTH CENTER STREET,LONOKE,AR,72086,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10849,15050,12/31/2022,30JAN2023:10:24:23,0,0,82902003,FIRST STATE BANK,101 SOUTH CENTER STREET,LONOKE,AR,72086,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10849,15050,03/31/2023,27APR2023:17:13:17,0,0,82902003,FIRST STATE BANK,101 SOUTH CENTER STREET,LONOKE,AR,72086,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11145,8172,03/31/2022,14MAR2023:12:22:11,0,11663,72405604,LAKE-OSCEOLA STATE BANK,790 NORTH MICHIGAN AVENUE,BALDWIN,MI,49304,041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11145,8172,06/30/2022,14MAR2023:12:22:45,0,11663,72405604,LAKE-OSCEOLA STATE BANK,790 NORTH MICHIGAN AVENUE,BALDWIN,MI,49304,041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11145,8172,09/30/2022,14MAR2023:12:23:29,0,11663,72405604,LAKE-OSCEOLA STATE BANK,790 NORTH MICHIGAN AVENUE,BALDWIN,MI,49304,041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11145,8172,12/31/2022,14MAR2023:12:25:23,0,11663,72405604,LAKE-OSCEOLA STATE BANK,790 NORTH MICHIGAN AVENUE,BALDWIN,MI,49304,041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11145,8172,03/31/2023,27APR2023:12:33:17,0,11663,72405604,LAKE-OSCEOLA STATE BANK,790 NORTH MICHIGAN AVENUE,BALDWIN,MI,49304,041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11640,19070,03/31/2022,29APR2022:12:22:04,15284,0,84201029,FIRST NATIONAL BANK OF CLARKSDALE,402 EAST SECOND STREET,CLARKSDALE,MS,38614,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11640,19070,06/30/2022,27JUL2022:15:59:31,15284,0,84201029,FIRST NATIONAL BANK OF CLARKSDALE,402 EAST SECOND STREET,CLARKSDALE,MS,38614,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11640,19070,09/30/2022,27OCT2022:16:56:12,15284,0,84201029,FIRST NATIONAL BANK OF CLARKSDALE,402 EAST SECOND STREET,CLARKSDALE,MS,38614,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11640,19070,12/31/2022,27JAN2023:16:13:26,15284,0,84201029,FIRST NATIONAL BANK OF CLARKSDALE,402 EAST SECOND STREET,CLARKSDALE,MS,38614,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11640,19070,03/31/2023,28APR2023:14:41:54,15284,0,84201029,FIRST NATIONAL BANK OF CLARKSDALE,402 EAST SECOND STREET,CLARKSDALE,MS,38614,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11837,5709,03/31/2022,25APR2022:09:51:15,0,17705,61107861,"FARMERS BANK, THE",202 SOUTH MAIN STREET,GREENSBORO,GA,30642,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
