RSSD9001,RSSD9017,RSSD9999,RCFD2170
607146,CENTRAL STATE BANK,03/31/2022,0.0
607333,MIDWEST COMMUNITY BANK,03/31/2022,0.0
608358,GARFIELD COUNTY BANK,03/31/2022,0.0
608451,"FIRST NATIONAL BANK OF KEMP, THE",03/31/2022,0.0
608844,FNBC BANK AND TRUST,03/31/2022,0.0
609010,FIRST NATIONAL BANK OF ELMER,03/31/2022,0.0
609467,UNITED PACIFIC BANK,03/31/2022,0.0
609476,HUNTINGTON FEDERAL SAVINGS BANK,03/31/2022,0.0
609609,"KEB HANA BANK USA, NATIONAL ASSOCIATION",03/31/2022,0.0
609645,ELGIN STATE BANK,03/31/2022,0.0
609832,TOMPKINS STATE BANK,03/31/2022,0.0
610128,"BANK OF SOUTHSIDE VIRGINIA, THE",03/31/2022,0.0
610164,HERRING BANK,03/31/2022,0.0
610539,"BANK OF EDISON, THE",03/31/2022,0.0
610557,THREE RIVERS BANK OF MONTANA,03/31/2022,0.0
610913,"FIRST NATIONAL BANK OF GRAYSON, THE",03/31/2022,0.0
611031,"PEOPLES BANK, THE",03/31/2022,0.0
612159,SOLUTIONS NORTH BANK,03/31/2022,0.0
612878,"HOME SAVINGS AND LOAN ASSOCIATION OF CARROLL COUNTY, F.A.",03/31/2022,0.0
613008,ROCKLAND TRUST COMPANY,03/31/2022,0.0
613156,"FIRST MONTANA BANK, INC.",03/31/2022,0.0
613307,"PEOPLE'S UNITED BANK, NATIONAL ASSOCIATION",03/31/2022,0.0
613343,"CNB BANK & TRUST, NA",03/31/2022,0.0
613400,PEOPLESBANK,03/31/2022,0.0
613558,MONTGOMERY BANK,03/31/2022,0.0
613679,FIRST FEDERAL SAVINGS BANK,03/31/2022,0.0
613839,EXCHANGE BANK,03/31/2022,0.0
613950,FIRST NATIONAL BANK TEXAS DBA FIRST CONVENIENCE BANK,03/31/2022,0.0
613978,JARRETTSVILLE FEDERAL SAVINGS AND LOAN ASSOCIATION,03/31/2022,0.0
614256,FIRST NATIONAL BANK OF KANSAS,03/31/2022,0.0
614313,"STATE BANK AND TRUST COMPANY, THE",03/31/2022,0.0
614368,FIRST NATIONAL BANK AND TRUST COMPANY OF WEATHERFORD DBA FIRST BANK TEXAS,03/31/2022,0.0
614751,MANHATTAN BANK,03/31/2022,0.0
614948,"FIRST NATIONAL BANK IN CARLYLE, THE",03/31/2022,0.0
615217,"NORTH SIDE BANK AND TRUST COMPANY, THE",03/31/2022,0.0
615253,"FIRST STATE BANK OF MALTA, THE",03/31/2022,0.0
615776,ELBERTON FEDERAL SAVINGS & LOAN ASSOCIATION,03/31/2022,0.0
615851,"FARMERS STATE BANK, THE",03/31/2022,0.0
615879,"CENTRAL SAVINGS, F.S.B.",03/31/2022,0.0
615954,TRAILWEST BANK,03/31/2022,0.0
616036,SOUTH LOUISIANA BANK,03/31/2022,0.0
616148,FIRST NATIONAL BANK IN FAIRFIELD,03/31/2022,0.0
616540,SECURITY SAVINGS BANK,03/31/2022,0.0
617051,"CITIZENS BANK, NATIONAL ASSOCIATION",03/31/2022,0.0
617079,BLUE GRASS FEDERAL SAVINGS AND LOAN ASSOCIATION,03/31/2022,0.0
617145,"CITIZENS BANK, THE",03/31/2022,0.0
617275,HOLLADAY BANK AND TRUST,03/31/2022,0.0
617341,WALKER STATE BANK,03/31/2022,0.0
617538,GLASFORD STATE BANK,03/31/2022,0.0
617743,FNB BANK,03/31/2022,0.0
618544,EXCHANGE STATE BANK,03/31/2022,0.0
618647,FIRST HERITAGE BANK,03/31/2022,0.0
618740,FIELD & MAIN BANK,03/31/2022,0.0
618777,FAIRVIEW SAVINGS AND LOAN ASSOCIATION,03/31/2022,0.0
618807,SALEM FIVE CENTS SAVINGS BANK,03/31/2022,0.0
619327,"FARMERS BANK, WINDSOR VA",03/31/2022,0.0
619457,"GRANITE MOUNTAIN BANK, INC.",03/31/2022,0.0
619701,AVIDIA BANK,03/31/2022,0.0
619859,FCNB BANK,03/31/2022,0.0
619877,USAA FEDERAL SAVINGS BANK,03/31/2022,118343000.0
621151,"FARMERS STATE BANK OF BRUSH, THE",03/31/2022,0.0
621245,WAYLAND STATE BANK,03/31/2022,0.0
621357,STATE BANK OF DE KALB,03/31/2022,0.0
621441,BUENA VISTA NATIONAL BANK,03/31/2022,0.0
622037,"FIRST NATIONAL BANK OF JEANERETTE, THE",03/31/2022,0.0
622653,FARMERS & STOCKMENS BANK,03/31/2022,0.0
622774,CENTRAL BANK,03/31/2022,0.0
623052,"LAMESA NATIONAL BANK, THE",03/31/2022,0.0
623454,"BANK AND TRUST, SSB, THE",03/31/2022,0.0
623548,"CLAY CITY BANKING CO., THE",03/31/2022,0.0
623874,FIRST FEDERAL SAVINGS AND LOAN ASSOCIATION OF NEWARK,03/31/2022,0.0
624246,CONNECTION BANK,03/31/2022,0.0
624648,FARMERS SAVINGS BANK,03/31/2022,0.0
624778,FIRST FEDERAL SAVINGS AND LOAN ASSOCIATION OF GREENE COUNTY,03/31/2022,0.0
624956,VALLEY BANK OF RONAN,03/31/2022,0.0
625056,FIRST SECURITY BANK OF ROUNDUP,03/31/2022,0.0
625065,CITIZENS STATE BANK,03/31/2022,0.0
625140,LEE COUNTY BANK,03/31/2022,0.0
625159,COMMERCE BANK,03/31/2022,0.0
625654,COUNTRY CLUB BANK,03/31/2022,0.0
625757,NORTHERN STATE BANK,03/31/2022,0.0
625850,BANK OF VERSAILLES,03/31/2022,0.0
625953,BANK OF WINNFIELD & TRUST COMPANY,03/31/2022,0.0
626101,"SAVINGS BANK OF DANBURY, THE",03/31/2022,0.0
627108,CAPE ANN SAVINGS BANK,03/31/2022,0.0
627377,FIRST SAVINGS BANK,03/31/2022,0.0
627854,"FIRST NATIONAL BANK OF BANGOR, THE",03/31/2022,0.0
628039,BANK OF HAZLEHURST,03/31/2022,0.0
628123,"BANK OF GLEN BURNIE, THE",03/31/2022,0.0
628178,HERITAGE SOUTHEAST BANK,03/31/2022,0.0
628356,STERLING BANK,03/31/2022,0.0
628552,WINNSBORO STATE BANK & TRUST COMPANY,03/31/2022,0.0
629148,BANK OF CAVE CITY,03/31/2022,0.0
629353,"FIRST LIBERTY NATIONAL BANK, THE",03/31/2022,0.0
629522,"FREEDOM BANK, INC.",03/31/2022,0.0
629746,"FARMERS AND MERCHANTS BANK, THE",03/31/2022,0.0
630041,"FIRST STATE BANK OF DONGOLA, THE",03/31/2022,0.0
630340,UNITED SECURITY BANK,03/31/2022,0.0
630555,AMERICAN BANK,03/31/2022,0.0
630658,"FIRST NATIONAL BANK OF LIVINGSTON, THE",03/31/2022,0.0
631039,FIRST SOUTHERN BANK,03/31/2022,0.0
631150,FIRST-LOCKHART NATIONAL BANK,03/31/2022,0.0
631178,SECURITY FEDERAL SAVINGS BANK OF MCMINNVILLE,03/31/2022,0.0
631422,"CONWAY NATIONAL BANK, THE",03/31/2022,0.0
631570,"PROVIDENT SAVINGS BANK, F.S.B.",03/31/2022,0.0
632410,NEWFIELD NATIONAL BANK,03/31/2022,0.0
632607,GREENFIELD SAVINGS BANK,03/31/2022,0.0
632858,FRONTIER STATE BANK,03/31/2022,0.0
633378,KEARNY BANK,03/31/2022,0.0
633640,HENDRICKS COUNTY BANK AND TRUST COMPANY,03/31/2022,0.0
634544,BANK 21,03/31/2022,0.0
634955,"FIRST NATIONAL BANK AND TRUST COMPANY OF OKMULGEE, THE",03/31/2022,0.0
634973,QUARRY CITY SAVINGS AND LOAN ASSOCIATION,03/31/2022,0.0
635840,LEGENCE BANK,03/31/2022,0.0
635907,PENTUCKET BANK,03/31/2022,0.0
636276,MUTUAL SAVINGS ASSOCIATION,03/31/2022,0.0
636753,"FIRST NATIONAL BANK OF DIGHTON, THE",03/31/2022,0.0
636771,INDEPENDENT BANK,03/31/2022,0.0
637170,AMERICAN FEDERAL BANK,03/31/2022,0.0
637451,PLAINSCAPITAL BANK,03/31/2022,0.0
637554,FIRST BANK OF OWASSO,03/31/2022,0.0
638131,BANK OF DICKSON,03/31/2022,0.0
638355,"BANK OF DESOTO, NATIONAL ASSOCIATION",03/31/2022,0.0
638850,"FIDELITY STATE BANK AND TRUST COMPANY, THE",03/31/2022,0.0
639549,FIRST CENTRAL STATE BANK,03/31/2022,0.0
639567,"CREDIT ONE BANK, NATIONAL ASSOCIATION",03/31/2022,0.0
639633,"CITIZENS BANK OF WESTON, INC., THE",03/31/2022,0.0
639857,PEOPLES BANK OF DEER LODGE,03/31/2022,0.0
640143,FEDERATED BANK,03/31/2022,0.0
640246,"FAIRFIELD NATIONAL BANK, THE",03/31/2022,0.0
640442,FIRST TRUST AND SAVINGS BANK,03/31/2022,0.0
640554,WESTERN BANK OF CLOVIS,03/31/2022,0.0
640956,FIRST BANK & TRUST COMPANY,03/31/2022,0.0
641449,"CITIZENS NATIONAL BANK OF LEBANON, THE",03/31/2022,0.0
641579,CLACKAMAS COUNTY BANK,03/31/2022,0.0
641775,PRUDENTIAL BANK,03/31/2022,0.0
642437,BANK OF FOREST,03/31/2022,0.0
642549,DUBUQUE BANK AND TRUST COMPANY,03/31/2022,0.0
642857,FIRST COMMUNITY BANK,03/31/2022,0.0
643078,EASTERN SAVINGS BANK FEDERAL SAVINGS BANK,03/31/2022,0.0
643274,"PIONEER SAVINGS BANK, THE",03/31/2022,0.0
643340,EASTERN MICHIGAN BANK,03/31/2022,0.0
643658,PIKES PEAK NATIONAL BANK,03/31/2022,0.0
644057,"FIRST STATE BANK, THE",03/31/2022,0.0
644141,KALAMAZOO COUNTY STATE BANK,03/31/2022,0.0
644646,LIBERTY TRUST & SAVINGS BANK,03/31/2022,0.0
644776,UNITED ROOSEVELT SAVINGS BANK,03/31/2022,0.0
644842,MERCHANTS AND FARMERS BANK,03/31/2022,0.0
644954,DAVIDSON TRUST CO.,03/31/2022,0.0
644963,"FIRST NATIONAL BANK OF QUITAQUE, THE",03/31/2022,0.0
645157,BANK NORTHWEST,03/31/2022,0.0
645317,"ADIRONDACK TRUST COMPANY, THE",03/31/2022,0.0
645465,VISTA BANK,03/31/2022,0.0
645540,EARLHAM SAVINGS BANK,03/31/2022,0.0
645577,"GREENEVILLE FEDERAL BANK, F.S.B.",03/31/2022,0.0
645625,"WESBANCO BANK, INC.",03/31/2022,0.0
646042,FARMERS TRUST & SAVINGS BANK,03/31/2022,0.0
646145,"CASEY COUNTY BANK, INC., THE",03/31/2022,0.0
646172,FIRST PIEDMONT FEDERAL SAVINGS AND LOAN ASSOCIATION,03/31/2022,0.0
646444,FIRST BANK AND TRUST COMPANY OF ILLINOIS,03/31/2022,0.0
646471,HUNTINGDON SAVINGS BANK,03/31/2022,0.0
646556,WELLS BANK,03/31/2022,0.0
646743,COMMUNITY SAVINGS BANK,03/31/2022,0.0
646873,NEW CARLISLE FEDERAL SAVINGS BANK,03/31/2022,0.0
647218,CUMBERLAND VALLEY NATIONAL BANK & TRUST COMPANY,03/31/2022,0.0
647245,HARDIN COUNTY SAVINGS BANK,03/31/2022,0.0
647414,"SAVANNAH BANK, N.A.",03/31/2022,0.0
647759,"FARMERS STATE BANK, THE",03/31/2022,0.0
647777,CITIZENS FEDERAL SAVINGS & LOAN ASSOCIATION,03/31/2022,0.0
647955,ASCENT BANK,03/31/2022,0.0
648130,GROVE BANK & TRUST,03/31/2022,0.0
648242,INDEPENDENCE BANK OF KENTUCKY,03/31/2022,0.0
648251,MCCLAIN BANK,03/31/2022,0.0
648345,SIDNEY STATE BANK,03/31/2022,0.0
648550,FIRST NATIONAL BANK OF DUBLIN,03/31/2022,0.0
649342,IOWA TRUST & SAVINGS BANK,03/31/2022,0.0
649632,ROCHELLE STATE BANK,03/31/2022,0.0
651121,LUMBEE GUARANTY BANK,03/31/2022,0.0
651149,STATE BANK,03/31/2022,0.0
651158,NORTHEAST MISSOURI STATE BANK,03/31/2022,0.0
651354,KAW VALLEY STATE BANK,03/31/2022,0.0
651448,"JPMORGAN CHASE BANK, DEARBORN",03/31/2022,61932.0
651541,IOWA STATE BANK AND TRUST COMPANY,03/31/2022,0.0
651756,"BANK OF DENVER, THE",03/31/2022,0.0
651859,STOCKMAN BANK OF MONTANA,03/31/2022,0.0
651952,"FIRST NATIONAL BANK OF EAGLE LAKE, THE",03/31/2022,0.0
652043,FREEDOMBANK,03/31/2022,0.0
652070,HIGHLAND FEDERAL SAVINGS & LOAN ASSOCIATION,03/31/2022,0.0
652874,NEXBANK,03/31/2022,0.0
652959,FARMERS STATE BANK,03/31/2022,0.0
652977,FOXBORO FEDERAL SAVINGS,03/31/2022,0.0
653134,FARMERS-MERCHANTS BANK & TRUST COMPANY,03/31/2022,0.0
653433,FARMERS STATE BANK OF WESTERN ILLINOIS,03/31/2022,0.0
653611,JONESTOWN BANK AND TRUST COMPANY,03/31/2022,0.0
653778,"HARRISON BUILDING AND LOAN ASSOCIATION, THE",03/31/2022,0.0
653947,HOME STATE BANK,03/31/2022,0.0
654047,FIRST STATE BANK OF DECATUR,03/31/2022,0.0
654300,WASHINGTON SAVINGS BANK,03/31/2022,0.0
654579,"PEOPLES COMMUNITY BANK SB OF MONTICELLO, INDIANA",03/31/2022,0.0
655530,ANCHOR STATE BANK,03/31/2022,0.0
655839,CCB COMMUNITY BANK,03/31/2022,0.0
656032,"FIRST NATIONAL BANK IN AMBOY, THE",03/31/2022,0.0
656377,WASHINGTON FEDERAL BANK,03/31/2022,0.0
656470,STATE BANK OF SOUTHERN UTAH,03/31/2022,0.0
656658,TEXAS FINANCIAL BANK DBA THE EDEN STATE BANK,03/31/2022,0.0
656779,UNION FEDERAL SAVINGS AND LOAN ASSOCIATION,03/31/2022,0.0
657178,SCHUYLER SAVINGS BANK,03/31/2022,0.0
657271,GATE CITY BANK,03/31/2022,0.0
657365,HANMI BANK,03/31/2022,0.0
657459,MIDWEST BANKCENTRE,03/31/2022,0.0
657758,CITIZENS BANK & TRUST COMPANY,03/31/2022,0.0
657954,"TRI-COUNTY BANK, THE",03/31/2022,0.0
658072,COUNTY SAVINGS BANK,03/31/2022,0.0
658474,COLLINSVILLE BUILDING AND LOAN ASSOCIATION,03/31/2022,0.0
658924,FARMERS AND MINERS BANK,03/31/2022,0.0
659341,"BANK OF HILLSBORO, NATIONAL ASSOCIATION",03/31/2022,0.0
659556,UNITED STATE BANK,03/31/2022,0.0
659640,GENESIS BANK,03/31/2022,0.0
659734,ARCOLA FIRST BANK,03/31/2022,0.0
659855,FIRST INTERSTATE BANK,03/31/2022,0.0
660066,PEOPLES STATE BANK,03/31/2022,0.0
660253,STATE BANK OF TABLE ROCK,03/31/2022,0.0
660271,"FIRST ROBINSON SAVINGS BANK, NATIONAL ASSOCIATION",03/31/2022,0.0
660570,PRESENCE BANK,03/31/2022,0.0
660655,AMERICAN NATIONAL BANK,03/31/2022,0.0
660879,"ANGELINA SAVINGS BANK, SSB",03/31/2022,0.0
660927,HARFORD BANK,03/31/2022,0.0
661072,MERCER SAVINGS BANK,03/31/2022,0.0
661157,BANK OF ORCHARD,03/31/2022,0.0
661223,LEE BANK AND TRUST COMPANY,03/31/2022,0.0
661308,AMALGAMATED BANK,03/31/2022,0.0
661474,WOODRUFF FEDERAL SAVINGS AND LOAN ASSOCIATION,03/31/2022,0.0
662350,WAHOO STATE BANK,03/31/2022,0.0
662369,BANK OF THE SIERRA,03/31/2022,0.0
662949,IOWA STATE BANK,03/31/2022,0.0
663058,ROCKY MOUNTAIN BANK,03/31/2022,0.0
663245,SIMMONS BANK,03/31/2022,0.0
663638,"GERBER STATE BANK, THE",03/31/2022,0.0
663656,SMALL BUSINESS BANK,03/31/2022,0.0
663834,OCEAN BANK,03/31/2022,0.0
663955,HORIZON BANK,03/31/2022,0.0
664176,WILLIAM PENN BANK,03/31/2022,0.0
664206,CAPE COD FIVE CENTS SAVINGS BANK,03/31/2022,0.0
664653,"NATIVE AMERICAN BANK, NATIONAL ASSOCIATION",03/31/2022,0.0
664756,PROSPERITY BANK,03/31/2022,0.0
665146,KERNDT BROTHERS SAVINGS BANK,03/31/2022,0.0
665258,"FIRST NATIONAL BANK OF ELDORADO, THE",03/31/2022,0.0
665865,ROUND TOP STATE BANK,03/31/2022,0.0
666059,M1 BANK,03/31/2022,0.0
666358,FIRST CITIZENS BANK OF BUTTE,03/31/2022,0.0
666554,HERITAGE BANK,03/31/2022,0.0
666844,VERMILION VALLEY BANK,03/31/2022,0.0
666974,FAIRFIELD FEDERAL SAVINGS AND LOAN ASSOCIATION OF LANCASTER,03/31/2022,0.0
667029,"UNION BANK, INC.",03/31/2022,0.0
667252,STOCKMENS BANK,03/31/2022,0.0
667346,PHILO EXCHANGE BANK,03/31/2022,0.0
667524,"BANK OF CHARLOTTE COUNTY, THE",03/31/2022,0.0
667551,LINCOLN STATE BANK,03/31/2022,0.0
667757,ORIGIN BANK,03/31/2022,0.0
668053,ASPIRE BANK,03/31/2022,0.0
668147,DE WITT BANK & TRUST CO.,03/31/2022,0.0
669555,MIDWEST BANK,03/31/2022,0.0
670430,FIRST NATIONAL BANK AND TRUST,03/31/2022,0.0
670467,PLUMAS BANK,03/31/2022,0.0
670560,DEUTSCHE BANK NATIONAL TRUST COMPANY,03/31/2022,0.0
670654,FIRST SECURITY BANK OF DEER LODGE,03/31/2022,0.0
670748,PRINCEVILLE STATE BANK,03/31/2022,0.0
670878,SALEM CO-OPERATIVE BANK,03/31/2022,0.0
671053,STOCK EXCHANGE BANK,03/31/2022,0.0
671147,PRIMEBANK,03/31/2022,0.0
671334,REPUBLIC BANK OF CHICAGO,03/31/2022,0.0
671464,BANK OF HOPE,03/31/2022,0.0
671558,WOOD & HUSTON BANK,03/31/2022,0.0
672238,"ATLANTA NATIONAL BANK, THE",03/31/2022,0.0
672247,FARMERS & MERCHANTS BANK & TRUST,03/31/2022,0.0
672537,"EXCHANGE BANK OF ALABAMA, THE",03/31/2022,0.0
672573,PROFILE BANK,03/31/2022,0.0
673244,FARMERS & MERCHANTS SAVINGS BANK,03/31/2022,0.0
673440,FIRST SECURITY BANK,03/31/2022,0.0
673477,CITIZENS FEDERAL SAVINGS AND LOAN ASSOCIATION OF COVINGTON,03/31/2022,0.0
673851,BANK OF PRAIRIE VILLAGE,03/31/2022,0.0
673909,HINGHAM INSTITUTION FOR SAVINGS,03/31/2022,0.0
674344,"PINERIES BANK, THE",03/31/2022,0.0
674849,LUANA SAVINGS BANK,03/31/2022,0.0
675042,COMMUNITY BANK,03/31/2022,0.0
675051,"CHASEWOOD BANK, THE",03/31/2022,0.0
675079,"FAYETTE SAVINGS BANK, SSB",03/31/2022,0.0
675248,GREENLEAF BANK,03/31/2022,0.0
675341,AMERICAN TRUST & SAVINGS BANK,03/31/2022,0.0
675659,STATE BANK & TRUST OF KENMARE,03/31/2022,0.0
675855,PROGRESSIVE NATIONAL BANK,03/31/2022,0.0
676049,SMACKOVER STATE BANK,03/31/2022,0.0
676151,UNISON BANK,03/31/2022,0.0
676478,MALVERN BANK NA,03/31/2022,0.0
677176,TRUSTCO BANK,03/31/2022,0.0
677354,FIRST NATIONAL BANK IN CIMARRON,03/31/2022,0.0
677448,FIRST STATE BANK,03/31/2022,0.0
677644,"FARMERS & MERCHANTS BANK, THE",03/31/2022,0.0
677756,FARMERS AND MERCHANTS STATE BANK,03/31/2022,0.0
677970,UNION SAVINGS AND LOAN ASSOCIATION,03/31/2022,0.0
678052,"BANK OF SAN JACINTO COUNTY, COLDSPRING, TEXAS, THE",03/31/2022,0.0
678070,SEWICKLEY SAVINGS BANK,03/31/2022,0.0
678258,STATE BANK OF LAKOTA,03/31/2022,0.0
678454,MARION STATE BANK,03/31/2022,0.0
678557,CITIZENS STATE BANK AND TRUST COMPANY,03/31/2022,0.0
678744,CENTRAL STATE BANK,03/31/2022,0.0
679451,ELK STATE BANK,03/31/2022,0.0
680055,UNITED COMMUNITY BANK OF NORTH DAKOTA,03/31/2022,0.0
680130,CITIZENS TRUST BANK,03/31/2022,0.0
680354,BANK OF BLUE VALLEY,03/31/2022,0.0
680457,"YELLOWSTONE BANK, THE",03/31/2022,0.0
680747,FARMERS STATE BANK-HILLSBORO,03/31/2022,0.0
680813,"FARMERS NATIONAL BANK OF CANFIELD, THE",03/31/2022,0.0
681043,FIRST SECURITY STATE BANK,03/31/2022,0.0
681249,HIGHLAND STATE BANK,03/31/2022,0.0
682143,COUNTY NATIONAL BANK,03/31/2022,0.0
682563,FROST BANK,03/31/2022,0.0
682648,FAIRFAX STATE SAVINGS BANK,03/31/2022,0.0
683449,MAQUOKETA STATE BANK,03/31/2022,0.0
683814,KENTUCKY FARMERS BANK CORPORATION,03/31/2022,0.0
684455,BOM BANK,03/31/2022,0.0
685023,"CITIZENS NATIONAL BANK OF MCCONNELSVILLE, THE",03/31/2022,0.0
685649,NORTHWEST BANK OF ROCKFORD,03/31/2022,0.0
685676,OPPORTUNITY BANK OF MONTANA,03/31/2022,0.0
685779,RIVERWOOD BANK,03/31/2022,0.0
686459,EXCHANGE BANK OF MISSOURI,03/31/2022,0.0
686570,LADYSMITH FEDERAL SAVINGS & LOAN ASSOCIATION,03/31/2022,0.0
686758,"FIRST STATE BANK OF SHELBY, THE",03/31/2022,0.0
687009,LAKELAND BANK,03/31/2022,0.0
687054,BANK OF OAK RIDGE,03/31/2022,0.0
687830,"FREDERICK COMMUNITY BANK, THE",03/31/2022,0.0
687951,FIRST WESTERN BANK AND TRUST,03/31/2022,0.0
688079,"WELLS FARGO TRUST COMPANY, NATIONAL ASSOCIATION",03/31/2022,1297971.0
688257,FIRST TEXAS BANK,03/31/2022,0.0
688453,"CITIZENS STATE BANK AT MOHALL, THE",03/31/2022,0.0
688556,BANK OF NEW MADRID,03/31/2022,0.0
689209,COUNTRY BANK FOR SAVINGS,03/31/2022,0.0
689357,NORTHEAST BANK,03/31/2022,0.0
689759,UNION BANK AND TRUST COMPANY,03/31/2022,0.0
691042,"MERCHANTS & PLANTERS BANK, THE",03/31/2022,0.0
691556,FIRST MINNETONKA CITY BANK,03/31/2022,0.0
691743,ANNA STATE BANK,03/31/2022,0.0
691958,MIDWEST REGIONAL BANK,03/31/2022,0.0
692450,ST. CLAIR COUNTY STATE BANK,03/31/2022,0.0
692704,WELLINGTON TRUST COMPANY NATIONAL ASSOCIATION,03/31/2022,0.0
692946,TOWN & COUNTRY BANK AND TRUST COMPANY,03/31/2022,0.0
693073,FIRST FEDERAL SAVINGS AND LOAN ASSOCIATION OF CENTERBURG,03/31/2022,0.0
693224,ATLANTIC UNION BANK,03/31/2022,0.0
693345,"FIRST FINANCIAL BANK, NATIONAL ASSOCIATION",03/31/2022,0.0
693952,SECURITY FIRST BANK OF NORTH DAKOTA,03/31/2022,0.0
694146,MAXWELL STATE BANK,03/31/2022,0.0
694771,FARMERS STATE BANK,03/31/2022,0.0
694847,CENTURY BANK AND TRUST,03/31/2022,0.0
694904,NEW YORK COMMUNITY BANK,03/31/2022,0.0
695349,TRI-COUNTY BANK,03/31/2022,0.0
695947,BANK OF BLUFFS,03/31/2022,0.0
696047,BEDFORD LOAN & DEPOSIT BANK,03/31/2022,0.0
696168,BALBOA THRIFT AND LOAN ASSOCIATION,03/31/2022,0.0
696430,HOME STATE BANK/NATIONAL ASSOCIATION,03/31/2022,0.0
696645,"HOME NATIONAL BANK OF THORNTOWN, THE",03/31/2022,0.0
697035,COVINGTON COUNTY BANK,03/31/2022,0.0
697147,"HOMETOWN SAVINGS BANK, THE",03/31/2022,0.0
697156,HOMEBANK,03/31/2022,0.0
697231,FNBT BANK,03/31/2022,0.0
697763,WESTAMERICA BANK,03/31/2022,0.0
697950,CITY NATIONAL BANK,03/31/2022,0.0
697978,COMMUNITY BANK OF THE CHESAPEAKE,03/31/2022,0.0
698144,COMMUNITY FINANCIAL SERVICES BANK,03/31/2022,0.0
698546,FIRST STATE BANK OF CAMPBELL HILL,03/31/2022,0.0
698649,THUMB BANK & TRUST,03/31/2022,0.0
699105,BLUESTONE BANK,03/31/2022,0.0
699253,"CITIZENS BANK OF EDINA, THE",03/31/2022,0.0
700140,MONTEZUMA STATE BANK,03/31/2022,0.0
700252,CITIZENS NATIONAL BANK,03/31/2022,0.0
700430,"COMMERCIAL BANK, THE",03/31/2022,0.0
700458,MERCHANTS BANK,03/31/2022,0.0
701062,CENTRAL PACIFIC BANK,03/31/2022,0.0
701222,MERCHANTS NATIONAL BANK,03/31/2022,0.0
701839,CITIZENS BANK AND TRUST,03/31/2022,0.0
701857,CROWELL STATE BANK,03/31/2022,0.0
702117,"NBT BANK, NATIONAL ASSOCIATION",03/31/2022,0.0
702359,TEXAS HERITAGE BANK,03/31/2022,0.0
702612,FIRST SOUTHERN NATIONAL BANK,03/31/2022,0.0
702836,FIRST FARMERS AND COMMERCIAL BANK,03/31/2022,0.0
702911,"PEOPLES BANK CO., THE",03/31/2022,0.0
702966,FARMERS STATE BANK OF NEWCASTLE,03/31/2022,0.0
703039,"JEFFERSON BANK, THE",03/31/2022,0.0
703552,"HORIZON BANK, SSB",03/31/2022,0.0
703767,CENTRAL VALLEY COMMUNITY BANK,03/31/2022,0.0
705378,"DEL NORTE BANK, A SAVINGS AND LOAN ASSOCIATION",03/31/2022,0.0
705556,NEIGHBORHOOD NATIONAL BANK,03/31/2022,0.0
706030,SOUTH COAST BANK & TRUST,03/31/2022,0.0
706058,"FIRST NATIONAL BANK OF MOOSE LAKE, THE",03/31/2022,0.0
706236,BANK OF MINGO,03/31/2022,0.0
706254,"COMMUNITY STATE BANK, THE",03/31/2022,0.0
706450,LAKE COUNTRY COMMUNITY BANK,03/31/2022,0.0
706656,COMMUNITY BANK OF MARSHALL,03/31/2022,0.0
707354,FIRST STATE COMMUNITY BANK,03/31/2022,0.0
708379,SECURITY SAVINGS BANK,03/31/2022,0.0
709143,MIDWEST BANK,03/31/2022,0.0
709451,COMMERCIAL TRUST COMPANY OF FAYETTE,03/31/2022,0.0
709554,"WESTERN BANK, ARTESIA, NEW MEXICO",03/31/2022,0.0
709602,UNIBANK FOR SAVINGS,03/31/2022,0.0
709639,MACON BANK AND TRUST COMPANY,03/31/2022,0.0
709956,OKLAHOMA HERITAGE BANK,03/31/2022,0.0
710176,FIRST MISSOURI BANK,03/31/2022,0.0
710859,"CITIZENS BANK OF CLOVIS, THE",03/31/2022,0.0
711472,BANK OF GUAM,03/31/2022,2701677.0
711520,MINERS EXCHANGE BANK,03/31/2022,0.0
711548,CHELSEA STATE BANK,03/31/2022,0.0
711753,SCRIBNER BANK,03/31/2022,0.0
711801,"SAVINGS BANK, THE",03/31/2022,0.0
712059,UNITED PRAIRIE BANK,03/31/2022,0.0
712648,"PEOPLES BANK, THE",03/31/2022,0.0
712956,FIRST NEW MEXICO BANK,03/31/2022,0.0
713047,BANK OF MONTGOMERY,03/31/2022,0.0
713252,PEOPLES STATE BANK OF VELVA,03/31/2022,0.0
713476,"PYRAMAX BANK, F.S.B.",03/31/2022,0.0
713926,FARMERS & MERCHANTS BANK,03/31/2022,0.0
714165,"CITY NATIONAL BANK OF SAN SABA, THE",03/31/2022,0.0
714437,MOUNTAIN VALLEY BANK,03/31/2022,0.0
714839,FIRST NATIONAL BANK USA,03/31/2022,0.0
714978,"COOPERATIVE BANK, THE",03/31/2022,0.0
715032,PEOPLES BANK,03/31/2022,0.0
715050,STAR BANK,03/31/2022,0.0
715144,GRUNDY BANK,03/31/2022,0.0
715340,WEST MICHIGAN COMMUNITY BANK,03/31/2022,0.0
715470,FIRST WESTERN FEDERAL SAVINGS BANK,03/31/2022,0.0
715630,CITIZENS BANK AND TRUST COMPANY OF GRAINGER COUNTY,03/31/2022,0.0
715872,LIFESTORE BANK,03/31/2022,0.0
715975,AMORY FEDERAL SAVINGS AND LOAN ASSOCIATION,03/31/2022,0.0
716374,FIRST HARRISON BANK,03/31/2022,0.0
